MSW3_ID,Genus,Species,MSWFamilyLatin
1268,Pygeretmus,platyurus,Dipodidae
1269,Pygeretmus,pumilio,Dipodidae
1270,Cardiocranius,paradoxus,Dipodidae
1271,Salpingotulus,michaelis,Dipodidae
1272,Salpingotus,kozlovi,Dipodidae
1273,Salpingotus,crassicauda,Dipodidae
1274,Salpingotus,thomasi,Dipodidae
1275,Salpingotus,heptneri,Dipodidae
1276,Salpingotus,pallidus,Dipodidae
1277,Dipus,sagitta,Dipodidae
1278,Eremodipus,lichtensteini,Dipodidae
1279,Jaculus,blanfordi,Dipodidae
1280,Jaculus,jaculus,Dipodidae
1281,Jaculus,orientalis,Dipodidae
1282,Paradipus,ctenodactylus,Dipodidae
1283,Stylodipus,sungorus,Dipodidae
1284,Stylodipus,telum,Dipodidae
1285,Stylodipus,andrewsi,Dipodidae
1286,Euchoreutes,naso,Dipodidae
1287,Sicista,concolor,Dipodidae
1288,Sicista,subtilis,Dipodidae
1289,Sicista,strandi,Dipodidae
1290,Sicista,severtzovi,Dipodidae
1291,Sicista,pseudonapaea,Dipodidae
1292,Sicista,tianshanica,Dipodidae
1293,Sicista,napaea,Dipodidae
1294,Sicista,caudata,Dipodidae
1295,Sicista,caucasica,Dipodidae
1296,Sicista,betulina,Dipodidae
1297,Sicista,armenica,Dipodidae
1298,Sicista,kluchorica,Dipodidae
1299,Sicista,kazbegica,Dipodidae
1300,Eozapus,setchuanus,Dipodidae
1301,Napaeozapus,insignis,Dipodidae
1302,Zapus,hudsonius,Dipodidae
1303,Zapus,princeps,Dipodidae
1304,Zapus,trinotatus,Dipodidae
1305,Monticolomys,koopmani,Nesomyidae
1306,Nesomys,lambertoni,Nesomyidae
1307,Nesomys,rufus,Nesomyidae
1308,Nesomys,audeberti,Nesomyidae
1309,Voalavo,gymnocaudus,Nesomyidae
1310,Eliurus,antsingy,Nesomyidae
1311,Eliurus,petteri,Nesomyidae
1312,Eliurus,penicillatus,Nesomyidae
1313,Eliurus,myoxinus,Nesomyidae
1314,Eliurus,minor,Nesomyidae
1315,Eliurus,webbi,Nesomyidae
1316,Eliurus,majori,Nesomyidae
1317,Eliurus,tanala,Nesomyidae
1318,Eliurus,grandidieri,Nesomyidae
1319,Eliurus,ellermani,Nesomyidae
1320,Gymnuromys,roberti,Nesomyidae
1321,Hypogeomys,antimena,Nesomyidae
1322,Macrotarsomys,bastardi,Nesomyidae
1323,Macrotarsomys,ingens,Nesomyidae
1324,Brachytarsomys,albicauda,Nesomyidae
1325,Brachytarsomys,villosa,Nesomyidae
1326,Brachyuromys,betsileoensis,Nesomyidae
1327,Brachyuromys,ramirohitra,Nesomyidae
1328,Petromyscus,barbouri,Nesomyidae
1329,Petromyscus,collinus,Nesomyidae
1330,Petromyscus,monticularis,Nesomyidae
1331,Petromyscus,shortridgei,Nesomyidae
1332,Beamys,hindei,Nesomyidae
1333,Beamys,major,Nesomyidae
1334,Cricetomys,kivuensis,Nesomyidae
1335,Cricetomys,ansorgei,Nesomyidae
1336,Cricetomys,emini,Nesomyidae
1337,Cricetomys,gambianus,Nesomyidae
1338,Saccostomus,campestris,Nesomyidae
1339,Saccostomus,mearnsi,Nesomyidae
1340,Delanymys,brooksi,Nesomyidae
1341,Dendromus,nyikae,Nesomyidae
1342,Dendromus,kahuziensis,Nesomyidae
1343,Dendromus,oreas,Nesomyidae
1344,Dendromus,nyasae,Nesomyidae
1345,Dendromus,mystacalis,Nesomyidae
1346,Dendromus,messorius,Nesomyidae
1347,Dendromus,mesomelas,Nesomyidae
1348,Dendromus,melanotis,Nesomyidae
1349,Dendromus,leucostomus,Nesomyidae
1350,Dendromus,vernayi,Nesomyidae
1351,Dendromus,insignis,Nesomyidae
1352,Dendromus,lovati,Nesomyidae
1353,Dendroprionomys,rousseloti,Nesomyidae
1354,Malacothrix,typica,Nesomyidae
1355,Megadendromus,nikolausi,Nesomyidae
1356,Prionomys,batesi,Nesomyidae
1357,Steatomys,parvus,Nesomyidae
1358,Steatomys,pratensis,Nesomyidae
1359,Steatomys,opimus,Nesomyidae
1360,Steatomys,caurinus,Nesomyidae
1361,Steatomys,bocagei,Nesomyidae
1362,Steatomys,krebsii,Nesomyidae
1363,Steatomys,jacksoni,Nesomyidae
1364,Steatomys,cuppedius,Nesomyidae
1365,Mystromys,albicaudatus,Nesomyidae
1366,Alticola,barakshin,Cricetidae
1367,Alticola,argentatus,Cricetidae
1368,Alticola,albicaudus,Cricetidae
1369,Alticola,semicanus,Cricetidae
1370,Alticola,stoliczkanus,Cricetidae
1371,Alticola,tuvinicus,Cricetidae
1372,Alticola,montosa,Cricetidae
1373,Alticola,roylei,Cricetidae
1374,Alticola,olchonensis,Cricetidae
1375,Alticola,lemminus,Cricetidae
1376,Alticola,macrotis,Cricetidae
1377,Alticola,strelzowi,Cricetidae
1378,Microtus,gregalis,Cricetidae
1379,Microtus,umbrosus,Cricetidae
1380,Microtus,californicus,Cricetidae
1381,Microtus,chrotorrhinus,Cricetidae
1382,Microtus,longicaudus,Cricetidae
1383,Microtus,richardsoni,Cricetidae
1384,Microtus,miurus,Cricetidae
1385,Microtus,mexicanus,Cricetidae
1386,Microtus,abbreviatus,Cricetidae
1387,Microtus,guatemalensis,Cricetidae
1388,Microtus,xanthognathus,Cricetidae
1389,Microtus,schidlovskii,Cricetidae
1390,Microtus,socialis,Cricetidae
1391,Microtus,paradoxus,Cricetidae
1392,Microtus,anatolicus,Cricetidae
1393,Microtus,tatricus,Cricetidae
1394,Microtus,dogramacii,Cricetidae
1395,Microtus,cabrerae,Cricetidae
1396,Microtus,arvalis,Cricetidae
1397,Microtus,agrestis,Cricetidae
1398,Microtus,qazvinensis,Cricetidae
1399,Microtus,levis,Cricetidae
1400,Microtus,guentheri,Cricetidae
1401,Microtus,irani,Cricetidae
1402,Microtus,ilaeus,Cricetidae
1403,Microtus,transcaspicus,Cricetidae
1404,Microtus,maximowiczii,Cricetidae
1405,Microtus,limnophilus,Cricetidae
1406,Microtus,montebelli,Cricetidae
1407,Microtus,mujanensis,Cricetidae
1408,Microtus,fortis,Cricetidae
1409,Microtus,clarkei,Cricetidae
1410,Microtus,middendorffii,Cricetidae
1411,Microtus,oeconomus,Cricetidae
1412,Microtus,evoronensis,Cricetidae
1413,Microtus,kikuchii,Cricetidae
1414,Microtus,mongolicus,Cricetidae
1415,Microtus,sachalinensis,Cricetidae
1416,Microtus,duodecimcostatus,Cricetidae
1417,Microtus,majori,Cricetidae
1418,Microtus,thomasi,Cricetidae
1419,Microtus,felteni,Cricetidae
1420,Microtus,bavaricus,Cricetidae
1421,Microtus,gerbei,Cricetidae
1422,Microtus,liechtensteini,Cricetidae
1423,Microtus,daghestanicus,Cricetidae
1424,Microtus,lusitanicus,Cricetidae
1425,Microtus,brachycercus,Cricetidae
1426,Microtus,savii,Cricetidae
1427,Microtus,schelkovnikovi,Cricetidae
1428,Microtus,subterraneus,Cricetidae
1429,Microtus,multiplex,Cricetidae
1430,Microtus,montanus,Cricetidae
1431,Microtus,townsendii,Cricetidae
1432,Microtus,canicaudus,Cricetidae
1433,Microtus,breweri,Cricetidae
1434,Microtus,pennsylvanicus,Cricetidae
1435,Microtus,oregoni,Cricetidae
1436,Microtus,oaxacensis,Cricetidae
1437,Microtus,quasiater,Cricetidae
1438,Microtus,pinetorum,Cricetidae
1439,Microtus,ochrogaster,Cricetidae
1440,Arborimus,albipes,Cricetidae
1441,Arborimus,pomo,Cricetidae
1442,Arborimus,longicaudus,Cricetidae
1443,Arvicola,amphibius,Cricetidae
1444,Arvicola,scherman,Cricetidae
1445,Arvicola,sapidus,Cricetidae
1446,Blanfordimys,afghanus,Cricetidae
1447,Blanfordimys,bucharensis,Cricetidae
1448,Caryomys,eva,Cricetidae
1449,Caryomys,inez,Cricetidae
1450,Chionomys,roberti,Cricetidae
1451,Chionomys,gud,Cricetidae
1452,Chionomys,nivalis,Cricetidae
1453,Dicrostonyx,hudsonius,Cricetidae
1454,Dicrostonyx,nelsoni,Cricetidae
1455,Dicrostonyx,nunatakensis,Cricetidae
1456,Dicrostonyx,richardsoni,Cricetidae
1457,Dicrostonyx,torquatus,Cricetidae
1458,Dicrostonyx,unalascensis,Cricetidae
1459,Dicrostonyx,vinogradovi,Cricetidae
1460,Dicrostonyx,groenlandicus,Cricetidae
1461,Dinaromys,bogdanovi,Cricetidae
1462,Ellobius,alaicus,Cricetidae
1463,Ellobius,talpinus,Cricetidae
1464,Ellobius,tancrei,Cricetidae
1465,Ellobius,lutescens,Cricetidae
1466,Ellobius,fuscocapillus,Cricetidae
1467,Eolagurus,przewalskii,Cricetidae
1468,Eolagurus,luteus,Cricetidae
1469,Eothenomys,custos,Cricetidae
1470,Eothenomys,chinensis,Cricetidae
1471,Eothenomys,cachinus,Cricetidae
1472,Eothenomys,miletus,Cricetidae
1473,Eothenomys,olitor,Cricetidae
1474,Eothenomys,wardi,Cricetidae
1475,Eothenomys,proditor,Cricetidae
1476,Eothenomys,melanogaster,Cricetidae
1477,Hyperacrius,wynnei,Cricetidae
1478,Hyperacrius,fertilis,Cricetidae
1479,Lagurus,lagurus,Cricetidae
1480,Lasiopodomys,mandarinus,Cricetidae
1481,Lasiopodomys,fuscus,Cricetidae
1482,Lasiopodomys,brandtii,Cricetidae
1483,Lemmiscus,curtatus,Cricetidae
1484,Lemmus,amurensis,Cricetidae
1485,Lemmus,lemmus,Cricetidae
1486,Lemmus,portenkoi,Cricetidae
1487,Lemmus,trimucronatus,Cricetidae
1488,Lemmus,sibiricus,Cricetidae
1489,Myodes,rutilus,Cricetidae
1490,Myodes,rufocanus,Cricetidae
1491,Myodes,andersoni,Cricetidae
1492,Myodes,californicus,Cricetidae
1493,Myodes,centralis,Cricetidae
1494,Myodes,gapperi,Cricetidae
1495,Myodes,glareolus,Cricetidae
1496,Myodes,imaizumii,Cricetidae
1497,Myodes,smithii,Cricetidae
1498,Myodes,rex,Cricetidae
1499,Myodes,shanseius,Cricetidae
1500,Myodes,regulus,Cricetidae
1501,Myopus,schisticolor,Cricetidae
1502,Neodon,sikimensis,Cricetidae
1503,Neodon,forresti,Cricetidae
1504,Neodon,irene,Cricetidae
1505,Neodon,juldaschi,Cricetidae
1506,Neofiber,alleni,Cricetidae
1507,Ondatra,zibethicus,Cricetidae
1508,Phaiomys,leucurus,Cricetidae
1509,Phenacomys,ungava,Cricetidae
1510,Phenacomys,intermedius,Cricetidae
1511,Proedromys,bedfordi,Cricetidae
1512,Prometheomys,schaposchnikowi,Cricetidae
1513,Synaptomys,cooperi,Cricetidae
1514,Synaptomys,borealis,Cricetidae
1515,Volemys,musseri,Cricetidae
1516,Volemys,millicens,Cricetidae
1517,Lophiomys,imhausi,Cricetidae
1518,Baiomys,musculus,Cricetidae
1519,Baiomys,taylori,Cricetidae
1520,Habromys,simulatus,Cricetidae
1521,Habromys,chinanteco,Cricetidae
1522,Habromys,lepturus,Cricetidae
1523,Habromys,lophurus,Cricetidae
1524,Habromys,ixtlani,Cricetidae
1525,Habromys,delicatulus,Cricetidae
1526,Reithrodontomys,zacatecae,Cricetidae
1527,Reithrodontomys,megalotis,Cricetidae
1528,Reithrodontomys,hirsutus,Cricetidae
1529,Reithrodontomys,fulvescens,Cricetidae
1530,Reithrodontomys,chrysopsis,Cricetidae
1531,Reithrodontomys,burti,Cricetidae
1532,Reithrodontomys,humulis,Cricetidae
1533,Reithrodontomys,montanus,Cricetidae
1534,Reithrodontomys,sumichrasti,Cricetidae
1535,Reithrodontomys,raviventris,Cricetidae
1536,Reithrodontomys,creper,Cricetidae
1537,Reithrodontomys,rodriguezi,Cricetidae
1538,Reithrodontomys,tenuirostris,Cricetidae
1539,Reithrodontomys,paradoxus,Cricetidae
1540,Reithrodontomys,mexicanus,Cricetidae
1541,Reithrodontomys,brevirostris,Cricetidae
1542,Reithrodontomys,spectabilis,Cricetidae
1543,Reithrodontomys,gracilis,Cricetidae
1544,Reithrodontomys,microdon,Cricetidae
1545,Reithrodontomys,darienensis,Cricetidae
1546,Hodomys,alleni,Cricetidae
1547,Isthmomys,flavidus,Cricetidae
1548,Isthmomys,pirrensis,Cricetidae
1549,Megadontomys,cryophilus,Cricetidae
1550,Megadontomys,thomasi,Cricetidae
1551,Megadontomys,nelsoni,Cricetidae
1552,Nelsonia,goldmani,Cricetidae
1553,Nelsonia,neotomodon,Cricetidae
1554,Neotoma,stephensi,Cricetidae
1555,Neotoma,mexicana,Cricetidae
1556,Neotoma,fuscipes,Cricetidae
1557,Neotoma,albigula,Cricetidae
1558,Neotoma,angustapalata,Cricetidae
1559,Neotoma,anthonyi,Cricetidae
1560,Neotoma,bryanti,Cricetidae
1561,Neotoma,bunkeri,Cricetidae
1562,Neotoma,chrysomelas,Cricetidae
1563,Neotoma,nelsoni,Cricetidae
1564,Neotoma,floridana,Cricetidae
1565,Neotoma,goldmani,Cricetidae
1566,Neotoma,lepida,Cricetidae
1567,Neotoma,leucodon,Cricetidae
1568,Neotoma,macrotis,Cricetidae
1569,Neotoma,magister,Cricetidae
1570,Neotoma,martinensis,Cricetidae
1571,Neotoma,micropus,Cricetidae
1572,Neotoma,palatina,Cricetidae
1573,Neotoma,devia,Cricetidae
1574,Neotoma,cinerea,Cricetidae
1575,Neotoma,phenax,Cricetidae
1576,Neotomodon,alstoni,Cricetidae
1577,Ochrotomys,nuttalli,Cricetidae
1578,Onychomys,arenicola,Cricetidae
1579,Onychomys,leucogaster,Cricetidae
1580,Onychomys,torridus,Cricetidae
1581,Osgoodomys,banderanus,Cricetidae
1582,Peromyscus,stephani,Cricetidae
1583,Peromyscus,gossypinus,Cricetidae
1584,Peromyscus,gratus,Cricetidae
1585,Peromyscus,zarhynchus,Cricetidae
1586,Peromyscus,yucatanicus,Cricetidae
1587,Peromyscus,winkelmanni,Cricetidae
1588,Peromyscus,fraterculus,Cricetidae
1589,Peromyscus,stirtoni,Cricetidae
1590,Peromyscus,dickeyi,Cricetidae
1591,Peromyscus,spicilegus,Cricetidae
1592,Peromyscus,slevini,Cricetidae
1593,Peromyscus,truei,Cricetidae
1594,Peromyscus,eva,Cricetidae
1595,Peromyscus,simulus,Cricetidae
1596,Peromyscus,difficilis,Cricetidae
1597,Peromyscus,grandis,Cricetidae
1598,Peromyscus,crinitus,Cricetidae
1599,Peromyscus,caniceps,Cricetidae
1600,Peromyscus,californicus,Cricetidae
1601,Peromyscus,bullatus,Cricetidae
1602,Peromyscus,boylii,Cricetidae
1603,Peromyscus,beatae,Cricetidae
1604,Peromyscus,aztecus,Cricetidae
1605,Peromyscus,attwateri,Cricetidae
1606,Peromyscus,eremicus,Cricetidae
1607,Peromyscus,keeni,Cricetidae
1608,Peromyscus,mekisturus,Cricetidae
1609,Peromyscus,megalops,Cricetidae
1610,Peromyscus,mayensis,Cricetidae
1611,Peromyscus,maniculatus,Cricetidae
1612,Peromyscus,sejugis,Cricetidae
1613,Peromyscus,melanocarpus,Cricetidae
1614,Peromyscus,furvus,Cricetidae
1615,Peromyscus,madrensis,Cricetidae
1616,Peromyscus,interparietalis,Cricetidae
1617,Peromyscus,hylocetes,Cricetidae
1618,Peromyscus,hooperi,Cricetidae
1619,Peromyscus,gymnotis,Cricetidae
1620,Peromyscus,guatemalensis,Cricetidae
1621,Peromyscus,guardia,Cricetidae
1622,Peromyscus,levipes,Cricetidae
1623,Peromyscus,pseudocrinitus,Cricetidae
1624,Peromyscus,leucopus,Cricetidae
1625,Peromyscus,sagax,Cricetidae
1626,Peromyscus,melanophrys,Cricetidae
1627,Peromyscus,polius,Cricetidae
1628,Peromyscus,polionotus,Cricetidae
1629,Peromyscus,perfulvus,Cricetidae
1630,Peromyscus,pembertoni,Cricetidae
1631,Peromyscus,pectoralis,Cricetidae
1632,Peromyscus,ochraventer,Cricetidae
1633,Peromyscus,nasutus,Cricetidae
1634,Peromyscus,mexicanus,Cricetidae
1635,Peromyscus,merriami,Cricetidae
1636,Peromyscus,melanurus,Cricetidae
1637,Peromyscus,melanotis,Cricetidae
1638,Podomys,floridanus,Cricetidae
1639,Scotinomys,xerampelinus,Cricetidae
1640,Scotinomys,teguina,Cricetidae
1641,Xenomys,nelsoni,Cricetidae
1642,Juscelinomys,guaporensis,Cricetidae
1643,Juscelinomys,candango,Cricetidae
1644,Juscelinomys,huanchacae,Cricetidae
1645,Kunsia,tomentosus,Cricetidae
1646,Kunsia,fronto,Cricetidae
1647,Lenoxus,apicalis,Cricetidae
1648,Loxodontomys,micropus,Cricetidae
1649,Loxodontomys,pikumche,Cricetidae
1650,Lundomys,molitor,Cricetidae
1651,Megalomys,desmarestii,Cricetidae
1652,Megalomys,luciae,Cricetidae
1653,Megaoryzomys,curioi,Cricetidae
1654,Melanomys,zunigae,Cricetidae
1655,Melanomys,caliginosus,Cricetidae
1656,Melanomys,robustulus,Cricetidae
1657,Microakodontomys,transitorius,Cricetidae
1658,Abrawayaomys,ruschii,Cricetidae
1659,Abrothrix,andinus,Cricetidae
1660,Abrothrix,olivaceus,Cricetidae
1661,Abrothrix,markhami,Cricetidae
1662,Abrothrix,longipilis,Cricetidae
1663,Abrothrix,lanosus,Cricetidae
1664,Abrothrix,jelskii,Cricetidae
1665,Abrothrix,illuteus,Cricetidae
1666,Abrothrix,hershkovitzi,Cricetidae
1667,Abrothrix,sanborni,Cricetidae
1668,Aepeomys,lugens,Cricetidae
1669,Aepeomys,reigi,Cricetidae
1670,Akodon,aerosus,Cricetidae
1671,Akodon,bogotensis,Cricetidae
1672,Akodon,iniscatus,Cricetidae
1673,Akodon,orophilus,Cricetidae
1674,Akodon,molinae,Cricetidae
1675,Akodon,neocenus,Cricetidae
1676,Akodon,mystax,Cricetidae
1677,Akodon,montensis,Cricetidae
1678,Akodon,mollis,Cricetidae
1679,Akodon,lindberghi,Cricetidae
1680,Akodon,leucolimnaeus,Cricetidae
1681,Akodon,sanctipaulensis,Cricetidae
1682,Akodon,juninensis,Cricetidae
1683,Akodon,paranaensis,Cricetidae
1684,Akodon,fumeus,Cricetidae
1685,Akodon,dolores,Cricetidae
1686,Akodon,dayi,Cricetidae
1687,Akodon,cursor,Cricetidae
1688,Akodon,lutescens,Cricetidae
1689,Akodon,boliviensis,Cricetidae
1690,Akodon,azarae,Cricetidae
1691,Akodon,aliquantulus,Cricetidae
1692,Akodon,albiventer,Cricetidae
1693,Akodon,kofordi,Cricetidae
1694,Akodon,subfuscus,Cricetidae
1695,Akodon,torques,Cricetidae
1696,Akodon,oenos,Cricetidae
1697,Akodon,sylvanus,Cricetidae
1698,Akodon,pervalens,Cricetidae
1699,Akodon,toba,Cricetidae
1700,Akodon,surdus,Cricetidae
1701,Akodon,varius,Cricetidae
1702,Akodon,spegazzinii,Cricetidae
1703,Akodon,simulator,Cricetidae
1704,Akodon,reigi,Cricetidae
1705,Akodon,serrensis,Cricetidae
1706,Akodon,affinis,Cricetidae
1707,Akodon,budini,Cricetidae
1708,Akodon,siberiae,Cricetidae
1709,Akodon,latebricola,Cricetidae
1710,Akodon,mimus,Cricetidae
1711,Amphinectomys,savamis,Cricetidae
1712,Andalgalomys,pearsoni,Cricetidae
1713,Andalgalomys,roigi,Cricetidae
1714,Andalgalomys,olrogi,Cricetidae
1715,Andinomys,edax,Cricetidae
1716,Anotomys,leander,Cricetidae
1717,Auliscomys,boliviensis,Cricetidae
1718,Auliscomys,pictus,Cricetidae
1719,Auliscomys,sublimis,Cricetidae
1720,Bibimys,labiosus,Cricetidae
1721,Bibimys,torresi,Cricetidae
1722,Bibimys,chacoensis,Cricetidae
1723,Blarinomys,breviceps,Cricetidae
1724,Brucepattersonius,griserufescens,Cricetidae
1725,Brucepattersonius,soricinus,Cricetidae
1726,Brucepattersonius,paradisus,Cricetidae
1727,Brucepattersonius,misionensis,Cricetidae
1728,Brucepattersonius,iheringi,Cricetidae
1729,Brucepattersonius,guarani,Cricetidae
1730,Brucepattersonius,albinasus,Cricetidae
1731,Brucepattersonius,igniventris,Cricetidae
1732,Calomys,tener,Cricetidae
1733,Calomys,boliviae,Cricetidae
1734,Calomys,callidus,Cricetidae
1735,Calomys,callosus,Cricetidae
1736,Calomys,expulsus,Cricetidae
1737,Calomys,hummelincki,Cricetidae
1738,Calomys,laucha,Cricetidae
1739,Calomys,lepidus,Cricetidae
1740,Calomys,musculinus,Cricetidae
1741,Calomys,sorellus,Cricetidae
1742,Calomys,tocantinsi,Cricetidae
1743,Calomys,venustus,Cricetidae
1744,Chelemys,megalonyx,Cricetidae
1745,Chelemys,delfini,Cricetidae
1746,Chelemys,macronyx,Cricetidae
1747,Chibchanomys,trichotis,Cricetidae
1748,Chibchanomys,orcesi,Cricetidae
1749,Chilomys,instans,Cricetidae
1750,Chinchillula,sahamae,Cricetidae
1751,Delomys,collinus,Cricetidae
1752,Delomys,dorsalis,Cricetidae
1753,Delomys,sublineatus,Cricetidae
1754,Deltamys,kempi,Cricetidae
1755,Eligmodontia,typus,Cricetidae
1756,Eligmodontia,puerulus,Cricetidae
1757,Eligmodontia,moreni,Cricetidae
1758,Eligmodontia,morgani,Cricetidae
1759,Euneomys,chinchilloides,Cricetidae
1760,Euneomys,fossor,Cricetidae
1761,Euneomys,mordax,Cricetidae
1762,Euneomys,petersoni,Cricetidae
1763,Galenomys,garleppi,Cricetidae
1764,Geoxus,valdivianus,Cricetidae
1765,Graomys,centralis,Cricetidae
1766,Graomys,edithae,Cricetidae
1767,Graomys,griseoflavus,Cricetidae
1768,Graomys,domorum,Cricetidae
1769,Handleyomys,fuscatus,Cricetidae
1770,Handleyomys,intectus,Cricetidae
1771,Holochilus,brasiliensis,Cricetidae
1772,Holochilus,chacarius,Cricetidae
1773,Holochilus,sciureus,Cricetidae
1774,Ichthyomys,pittieri,Cricetidae
1775,Ichthyomys,stolzmanni,Cricetidae
1776,Ichthyomys,hydrobates,Cricetidae
1777,Ichthyomys,tweedii,Cricetidae
1778,Irenomys,tarsalis,Cricetidae
1779,Juliomys,pictipes,Cricetidae
1780,Juliomys,rimofrons,Cricetidae
1781,Microryzomys,altissimus,Cricetidae
1782,Microryzomys,minutus,Cricetidae
1783,Neacomys,paracou,Cricetidae
1784,Neacomys,musseri,Cricetidae
1785,Neacomys,dubosti,Cricetidae
1786,Neacomys,guianae,Cricetidae
1787,Neacomys,pictus,Cricetidae
1788,Neacomys,spinosus,Cricetidae
1789,Neacomys,tenuipes,Cricetidae
1790,Neacomys,minutus,Cricetidae
1791,Necromys,amoenus,Cricetidae
1792,Necromys,benefactus,Cricetidae
1793,Necromys,lactens,Cricetidae
1794,Necromys,lenguarum,Cricetidae
1795,Necromys,obscurus,Cricetidae
1796,Necromys,punctulatus,Cricetidae
1797,Necromys,temchuki,Cricetidae
1798,Necromys,lasiurus,Cricetidae
1799,Necromys,urichi,Cricetidae
1800,Nectomys,squamipes,Cricetidae
1801,Nectomys,apicalis,Cricetidae
1802,Nectomys,magdalenae,Cricetidae
1803,Nectomys,palmipes,Cricetidae
1804,Nectomys,rattus,Cricetidae
1805,Neotomys,ebriosus,Cricetidae
1806,Nesoryzomys,darwini,Cricetidae
1807,Nesoryzomys,fernandinae,Cricetidae
1808,Nesoryzomys,indefessus,Cricetidae
1809,Nesoryzomys,swarthi,Cricetidae
1810,Neusticomys,peruviensis,Cricetidae
1811,Neusticomys,mussoi,Cricetidae
1812,Neusticomys,oyapocki,Cricetidae
1813,Neusticomys,venezuelae,Cricetidae
1814,Neusticomys,monticolus,Cricetidae
1815,Noronhomys,vespuccii,Cricetidae
1816,Notiomys,edwardsii,Cricetidae
1817,Oecomys,catherinae,Cricetidae
1818,Oecomys,rutilus,Cricetidae
1819,Oecomys,rex,Cricetidae
1820,Oecomys,phaeotis,Cricetidae
1821,Oecomys,paricola,Cricetidae
1822,Oecomys,mamorae,Cricetidae
1823,Oecomys,flavicans,Cricetidae
1824,Oecomys,speciosus,Cricetidae
1825,Oecomys,cleberi,Cricetidae
1826,Oecomys,roberti,Cricetidae
1827,Oecomys,bicolor,Cricetidae
1828,Oecomys,auyantepui,Cricetidae
1829,Oecomys,concolor,Cricetidae
1830,Oecomys,trinitatis,Cricetidae
1831,Oecomys,superans,Cricetidae
1832,Oligoryzomys,vegetus,Cricetidae
1833,Oligoryzomys,flavescens,Cricetidae
1834,Oligoryzomys,fulvescens,Cricetidae
1835,Oligoryzomys,griseolus,Cricetidae
1836,Oligoryzomys,longicaudatus,Cricetidae
1837,Oligoryzomys,magellanicus,Cricetidae
1838,Oligoryzomys,microtis,Cricetidae
1839,Oligoryzomys,fornesi,Cricetidae
1840,Oligoryzomys,stramineus,Cricetidae
1841,Oligoryzomys,arenalis,Cricetidae
1842,Oligoryzomys,eliurus,Cricetidae
1843,Oligoryzomys,destructor,Cricetidae
1844,Oligoryzomys,delticola,Cricetidae
1845,Oligoryzomys,chacoensis,Cricetidae
1846,Oligoryzomys,brendae,Cricetidae
1847,Oligoryzomys,victus,Cricetidae
1848,Oligoryzomys,nigripes,Cricetidae
1849,Oligoryzomys,andinus,Cricetidae
1850,Oryzomys,subflavus,Cricetidae
1851,Oryzomys,talamancae,Cricetidae
1852,Oryzomys,tatei,Cricetidae
1853,Oryzomys,xanthaeolus,Cricetidae
1854,Oryzomys,perenensis,Cricetidae
1855,Oryzomys,seuanezi,Cricetidae
1856,Oryzomys,yunganus,Cricetidae
1857,Oryzomys,chapmani,Cricetidae
1858,Oryzomys,hammondi,Cricetidae
1859,Oryzomys,gorgasi,Cricetidae
1860,Oryzomys,galapagoensis,Cricetidae
1861,Oryzomys,emmonsae,Cricetidae
1862,Oryzomys,dimidiatus,Cricetidae
1863,Oryzomys,devius,Cricetidae
1864,Oryzomys,rhabdops,Cricetidae
1865,Oryzomys,couesi,Cricetidae
1866,Oryzomys,laticeps,Cricetidae
1867,Oryzomys,caracolus,Cricetidae
1868,Oryzomys,bolivaris,Cricetidae
1869,Oryzomys,balneator,Cricetidae
1870,Oryzomys,auriventer,Cricetidae
1871,Oryzomys,angouya,Cricetidae
1872,Oryzomys,alfaroi,Cricetidae
1873,Oryzomys,albigularis,Cricetidae
1874,Oryzomys,curasoae,Cricetidae
1875,Oryzomys,melanotis,Cricetidae
1876,Oryzomys,saturatior,Cricetidae
1877,Oryzomys,russatus,Cricetidae
1878,Oryzomys,rostratus,Cricetidae
1879,Oryzomys,polius,Cricetidae
1880,Oryzomys,palustris,Cricetidae
1881,Oryzomys,nitidus,Cricetidae
1882,Oryzomys,keaysi,Cricetidae
1883,Oryzomys,meridensis,Cricetidae
1884,Oryzomys,lamia,Cricetidae
1885,Oryzomys,megacephalus,Cricetidae
1886,Oryzomys,marinhus,Cricetidae
1887,Oryzomys,maracajuensis,Cricetidae
1888,Oryzomys,macconnelli,Cricetidae
1889,Oryzomys,levipes,Cricetidae
1890,Oryzomys,legatus,Cricetidae
1891,Oryzomys,scotti,Cricetidae
1892,Oryzomys,nelsoni,Cricetidae
1893,Oxymycterus,caparoae,Cricetidae
1894,Oxymycterus,rufus,Cricetidae
1895,Oxymycterus,akodontius,Cricetidae
1896,Oxymycterus,amazonicus,Cricetidae
1897,Oxymycterus,angularis,Cricetidae
1898,Oxymycterus,dasytrichus,Cricetidae
1899,Oxymycterus,hiska,Cricetidae
1900,Oxymycterus,hispidus,Cricetidae
1901,Oxymycterus,hucucha,Cricetidae
1902,Oxymycterus,inca,Cricetidae
1903,Oxymycterus,josei,Cricetidae
1904,Oxymycterus,nasutus,Cricetidae
1905,Oxymycterus,paramensis,Cricetidae
1906,Oxymycterus,quaestor,Cricetidae
1907,Oxymycterus,delator,Cricetidae
1908,Oxymycterus,roberti,Cricetidae
1909,Paralomys,gerbillus,Cricetidae
1910,Pearsonomys,annectens,Cricetidae
1911,Phaenomys,ferrugineus,Cricetidae
1912,Phyllotis,darwini,Cricetidae
