MSW3_ID,Genus,Species,MSWFamilyLatin
2741,Vandeleuria,nolthenii,Muridae
2742,Vandeleuria,oleracea,Muridae
2743,Vernaya,fulva,Muridae
2744,Xenuromys,barbatus,Muridae
2745,Xeromys,myoides,Muridae
2746,Zelotomys,hildegardeae,Muridae
2747,Zelotomys,woosnami,Muridae
2748,Zyzomys,argurus,Muridae
2749,Zyzomys,maini,Muridae
2750,Zyzomys,palatilis,Muridae
2751,Zyzomys,pedunculatus,Muridae
2752,Zyzomys,woodwardi,Muridae
2753,Leimacomys,buttneri,Muridae
2754,Myotomys,sloggetti,Muridae
2755,Myotomys,unisulcatus,Muridae
2756,Otomys,irroratus,Muridae
2757,Otomys,typus,Muridae
2758,Otomys,tropicalis,Muridae
2759,Otomys,saundersiae,Muridae
2760,Otomys,orestes,Muridae
2761,Otomys,occidentalis,Muridae
2762,Otomys,maximus,Muridae
2763,Otomys,laminatus,Muridae
2764,Otomys,angoniensis,Muridae
2765,Otomys,jacksoni,Muridae
2766,Otomys,uzungwensis,Muridae
2767,Otomys,dollmani,Muridae
2768,Otomys,denti,Muridae
2769,Otomys,dartmouthi,Muridae
2770,Otomys,cuanzensis,Muridae
2771,Otomys,burtoni,Muridae
2772,Otomys,barbouri,Muridae
2773,Otomys,anchietae,Muridae
2774,Otomys,lacustris,Muridae
2775,Parotomys,littledalei,Muridae
2776,Parotomys,brantsii,Muridae
2777,Platacanthomys,lasiurus,Platacanthomyidae
2778,Typhlomys,cinereus,Platacanthomyidae
2779,Eospalax,fontanierii,Spalacidae
2780,Eospalax,rothschildi,Spalacidae
2781,Eospalax,smithii,Spalacidae
2782,Myospalax,psilurus,Spalacidae
2783,Myospalax,aspalax,Spalacidae
2784,Myospalax,myospalax,Spalacidae
2785,Cannomys,badius,Spalacidae
2786,Rhizomys,sinensis,Spalacidae
2787,Rhizomys,sumatrensis,Spalacidae
2788,Rhizomys,pruinosus,Spalacidae
2789,Spalax,graecus,Spalacidae
2790,Spalax,nehringi,Spalacidae
2791,Spalax,uralensis,Spalacidae
2792,Spalax,microphthalmus,Spalacidae
2793,Spalax,leucodon,Spalacidae
2794,Spalax,judaei,Spalacidae
2795,Spalax,giganteus,Spalacidae
2796,Spalax,galili,Spalacidae
2797,Spalax,ehrenbergi,Spalacidae
2798,Spalax,arenarius,Spalacidae
2799,Spalax,carmeli,Spalacidae
2800,Spalax,zemni,Spalacidae
2801,Spalax,golani,Spalacidae
2802,Tachyoryctes,ibeanus,Spalacidae
2803,Tachyoryctes,storeyi,Spalacidae
2804,Tachyoryctes,splendens,Spalacidae
2805,Tachyoryctes,spalacinus,Spalacidae
2806,Tachyoryctes,ruddi,Spalacidae
2807,Tachyoryctes,ruandae,Spalacidae
2808,Tachyoryctes,rex,Spalacidae
2809,Tachyoryctes,macrocephalus,Spalacidae
2810,Tachyoryctes,daemon,Spalacidae
2811,Tachyoryctes,audax,Spalacidae
2812,Tachyoryctes,annectens,Spalacidae
2813,Tachyoryctes,ankoliae,Spalacidae
2814,Tachyoryctes,naivashae,Spalacidae
2815,Calomyscus,grandis,Calomyscidae
2816,Calomyscus,tsolovi,Calomyscidae
2817,Calomyscus,urartensis,Calomyscidae
2818,Calomyscus,hotsoni,Calomyscidae
2819,Calomyscus,baluchi,Calomyscidae
2820,Calomyscus,bailwardi,Calomyscidae
2821,Calomyscus,mystax,Calomyscidae
2822,Calomyscus,elburzensis,Calomyscidae
2823,Anomalurus,beecrofti,Anomaluridae
2824,Anomalurus,derbianus,Anomaluridae
2825,Anomalurus,pelii,Anomaluridae
2826,Anomalurus,pusillus,Anomaluridae
2827,Idiurus,macrotis,Anomaluridae
2828,Idiurus,zenkeri,Anomaluridae
2829,Zenkerella,insignis,Anomaluridae
2830,Pedetes,capensis,Pedetidae
2831,Pedetes,surdaster,Pedetidae
2832,Ctenodactylus,vali,Ctenodactylidae
2833,Ctenodactylus,gundi,Ctenodactylidae
2834,Felovia,vae,Ctenodactylidae
2835,Massoutiera,mzabi,Ctenodactylidae
2836,Pectinator,spekei,Ctenodactylidae
2837,Bathyergus,janetta,Bathyergidae
2838,Bathyergus,suillus,Bathyergidae
2839,Cryptomys,hottentotus,Bathyergidae
2840,Cryptomys,zechi,Bathyergidae
2841,Cryptomys,ochraceocinereus,Bathyergidae
2842,Cryptomys,mechowi,Bathyergidae
2843,Cryptomys,kafuensis,Bathyergidae
2844,Cryptomys,darlingi,Bathyergidae
2845,Cryptomys,damarensis,Bathyergidae
2846,Cryptomys,bocagei,Bathyergidae
2847,Cryptomys,foxi,Bathyergidae
2848,Cryptomys,amatus,Bathyergidae
2849,Cryptomys,anselli,Bathyergidae
2850,Georychus,capensis,Bathyergidae
2851,Heliophobius,argenteocinereus,Bathyergidae
2852,Heterocephalus,glaber,Bathyergidae
2853,Atherurus,macrourus,Hystricidae
2854,Atherurus,africanus,Hystricidae
2855,Hystrix,africaeaustralis,Hystricidae
2856,Hystrix,cristata,Hystricidae
2857,Hystrix,indica,Hystricidae
2858,Hystrix,brachyura,Hystricidae
2859,Hystrix,javanica,Hystricidae
2860,Hystrix,pumila,Hystricidae
2861,Hystrix,crassispinis,Hystricidae
2862,Hystrix,sumatrae,Hystricidae
2863,Trichys,fasciculata,Hystricidae
2864,Petromus,typicus,Petromuridae
2865,Ctenomys,juris,Ctenomyidae
2866,Ctenomys,fodax,Ctenomyidae
2867,Ctenomys,frater,Ctenomyidae
2868,Ctenomys,fulvus,Ctenomyidae
2869,Ctenomys,leucodon,Ctenomyidae
2870,Ctenomys,goodfellowi,Ctenomyidae
2871,Ctenomys,johannis,Ctenomyidae
2872,Ctenomys,boliviensis,Ctenomyidae
2873,Ctenomys,knighti,Ctenomyidae
2874,Ctenomys,lami,Ctenomyidae
2875,Ctenomys,latro,Ctenomyidae
2876,Ctenomys,fochi,Ctenomyidae
2877,Ctenomys,haigi,Ctenomyidae
2878,Ctenomys,flamarioni,Ctenomyidae
2879,Ctenomys,famosus,Ctenomyidae
2880,Ctenomys,emilianus,Ctenomyidae
2881,Ctenomys,dorsalis,Ctenomyidae
2882,Ctenomys,dorbignyi,Ctenomyidae
2883,Ctenomys,coyhaiquensis,Ctenomyidae
2884,Ctenomys,conoveri,Ctenomyidae
2885,Ctenomys,coludo,Ctenomyidae
2886,Ctenomys,lewisi,Ctenomyidae
2887,Ctenomys,bonettoi,Ctenomyidae
2888,Ctenomys,pundti,Ctenomyidae
2889,Ctenomys,bergi,Ctenomyidae
2890,Ctenomys,azarae,Ctenomyidae
2891,Ctenomys,australis,Ctenomyidae
2892,Ctenomys,budini,Ctenomyidae
2893,Ctenomys,scagliai,Ctenomyidae
2894,Ctenomys,argentinus,Ctenomyidae
2895,Ctenomys,brasiliensis,Ctenomyidae
2896,Ctenomys,yolandae,Ctenomyidae
2897,Ctenomys,viperinus,Ctenomyidae
2898,Ctenomys,validus,Ctenomyidae
2899,Ctenomys,tulduco,Ctenomyidae
2900,Ctenomys,tucumanus,Ctenomyidae
2901,Ctenomys,tuconax,Ctenomyidae
2902,Ctenomys,torquatus,Ctenomyidae
2903,Ctenomys,talarum,Ctenomyidae
2904,Ctenomys,sylvanus,Ctenomyidae
2905,Ctenomys,steinbachi,Ctenomyidae
2906,Ctenomys,pontifex,Ctenomyidae
2907,Ctenomys,sericeus,Ctenomyidae
2908,Ctenomys,mendocinus,Ctenomyidae
2909,Ctenomys,saltarius,Ctenomyidae
2910,Ctenomys,roigi,Ctenomyidae
2911,Ctenomys,rionegrensis,Ctenomyidae
2912,Ctenomys,porteousi,Ctenomyidae
2913,Ctenomys,pilarensis,Ctenomyidae
2914,Ctenomys,peruanus,Ctenomyidae
2915,Ctenomys,perrensi,Ctenomyidae
2916,Ctenomys,pearsoni,Ctenomyidae
2917,Ctenomys,osvaldoreigi,Ctenomyidae
2918,Ctenomys,opimus,Ctenomyidae
2919,Ctenomys,occultus,Ctenomyidae
2920,Ctenomys,minutus,Ctenomyidae
2921,Ctenomys,sociabilis,Ctenomyidae
2922,Ctenomys,colburni,Ctenomyidae
2923,Ctenomys,magellanicus,Ctenomyidae
2924,Ctenomys,maulinus,Ctenomyidae
2925,Phyllomys,medius,Echimyidae
2926,Phyllomys,mantiqueirensis,Echimyidae
2927,Phyllomys,lundi,Echimyidae
2928,Phyllomys,unicolor,Echimyidae
2929,Phyllomys,nigrispinus,Echimyidae
2930,Phyllomys,thomasi,Echimyidae
2931,Phyllomys,blainvillii,Echimyidae
2932,Phyllomys,brasiliensis,Echimyidae
2933,Phyllomys,dasythrix,Echimyidae
2934,Phyllomys,kerri,Echimyidae
2935,Phyllomys,lamarum,Echimyidae
2936,Phyllomys,pattoni,Echimyidae
2937,Callistomys,pictus,Echimyidae
2938,Diplomys,rufodorsalis,Echimyidae
2939,Diplomys,labilis,Echimyidae
2940,Diplomys,caniceps,Echimyidae
2941,Echimys,chrysurus,Echimyidae
2942,Echimys,semivillosus,Echimyidae
2943,Echimys,saturnus,Echimyidae
2944,Isothrix,sinnamariensis,Echimyidae
2945,Isothrix,pagurus,Echimyidae
2946,Isothrix,negrensis,Echimyidae
2947,Isothrix,bistriata,Echimyidae
2948,Makalata,grandis,Echimyidae
2949,Makalata,rhipidura,Echimyidae
2950,Makalata,occasius,Echimyidae
2951,Makalata,macrura,Echimyidae
2952,Makalata,didelphoides,Echimyidae
2953,Makalata,obscura,Echimyidae
2954,Carterodon,sulcidens,Echimyidae
2955,Clyomys,bishopi,Echimyidae
2956,Clyomys,laticeps,Echimyidae
2957,Euryzygomatomys,spinosus,Echimyidae
2958,Hoplomys,gymnurus,Echimyidae
2959,Lonchothrix,emiliae,Echimyidae
2960,Mesomys,stimulax,Echimyidae
2961,Mesomys,hispidus,Echimyidae
2962,Mesomys,occultus,Echimyidae
2963,Mesomys,leniceps,Echimyidae
2964,Proechimys,pattoni,Echimyidae
2965,Proechimys,oconnelli,Echimyidae
2966,Proechimys,trinitatus,Echimyidae
2967,Proechimys,urichi,Echimyidae
2968,Proechimys,steerei,Echimyidae
2969,Proechimys,guairae,Echimyidae
2970,Proechimys,simonsi,Echimyidae
2971,Proechimys,semispinosus,Echimyidae
2972,Proechimys,roberti,Echimyidae
2973,Proechimys,poliopus,Echimyidae
2974,Proechimys,decumanus,Echimyidae
2975,Proechimys,goeldii,Echimyidae
2976,Proechimys,quadruplicatus,Echimyidae
2977,Proechimys,echinothrix,Echimyidae
2978,Proechimys,mincae,Echimyidae
2979,Proechimys,cuvieri,Echimyidae
2980,Proechimys,chrysaeolus,Echimyidae
2981,Proechimys,canicollis,Echimyidae
2982,Proechimys,guyannensis,Echimyidae
2983,Proechimys,hoplomyoides,Echimyidae
2984,Proechimys,kulinae,Echimyidae
2985,Proechimys,longicaudatus,Echimyidae
2986,Proechimys,gardneri,Echimyidae
2987,Proechimys,magdalenae,Echimyidae
2988,Proechimys,brevicauda,Echimyidae
2989,Thrichomys,inermis,Echimyidae
2990,Thrichomys,pachyurus,Echimyidae
2991,Thrichomys,apereoides,Echimyidae
2992,Trinomys,paratus,Echimyidae
2993,Trinomys,dimidiatus,Echimyidae
2994,Trinomys,gratiosus,Echimyidae
2995,Trinomys,iheringi,Echimyidae
2996,Trinomys,mirapitanga,Echimyidae
2997,Trinomys,moojeni,Echimyidae
2998,Trinomys,myosuros,Echimyidae
2999,Trinomys,eliasi,Echimyidae
3000,Trinomys,yonenagae,Echimyidae
3001,Trinomys,albispinus,Echimyidae
3002,Trinomys,setosus,Echimyidae
3003,Dactylomys,peruanus,Echimyidae
3004,Dactylomys,dactylinus,Echimyidae
3005,Dactylomys,boliviensis,Echimyidae
3006,Kannabateomys,amblyonyx,Echimyidae
3007,Olallamys,edax,Echimyidae
3008,Olallamys,albicauda,Echimyidae
3009,Boromys,offella,Echimyidae
3010,Boromys,torrei,Echimyidae
3011,Brotomys,contractus,Echimyidae
3012,Brotomys,voratus,Echimyidae
3013,Heteropsomys,insulans,Echimyidae
3014,Heteropsomys,antillensis,Echimyidae
3015,Thryonomys,gregorianus,Thryonomyidae
3016,Thryonomys,swinderianus,Thryonomyidae
3017,Chaetomys,subspinosus,Erethizontidae
3018,Coendou,rothschildi,Erethizontidae
3019,Coendou,prehensilis,Erethizontidae
3020,Coendou,nycthemera,Erethizontidae
3021,Coendou,bicolor,Erethizontidae
3022,Echinoprocta,rufescens,Erethizontidae
3023,Erethizon,dorsatum,Erethizontidae
3024,Sphiggurus,insidiosus,Erethizontidae
3025,Sphiggurus,villosus,Erethizontidae
3026,Sphiggurus,vestitus,Erethizontidae
3027,Sphiggurus,melanurus,Erethizontidae
3028,Sphiggurus,roosmalenorum,Erethizontidae
3029,Sphiggurus,mexicanus,Erethizontidae
3030,Sphiggurus,pruinosus,Erethizontidae
3031,Sphiggurus,ichillus,Erethizontidae
3032,Sphiggurus,spinosus,Erethizontidae
3033,Chinchilla,chinchilla,Chinchillidae
3034,Chinchilla,lanigera,Chinchillidae
3035,Lagidium,wolffsohni,Chinchillidae
3036,Lagidium,peruanum,Chinchillidae
3037,Lagidium,viscacia,Chinchillidae
3038,Lagostomus,crassus,Chinchillidae
3039,Lagostomus,maximus,Chinchillidae
3040,Dinomys,branickii,Dinomyidae
3041,Cavia,intermedia,Caviidae
3042,Cavia,aperea,Caviidae
3043,Cavia,fulgida,Caviidae
3044,Cavia,porcellus,Caviidae
3045,Cavia,tschudii,Caviidae
3046,Cavia,magna,Caviidae
3047,Galea,musteloides,Caviidae
3048,Galea,spixii,Caviidae
3049,Galea,flavidens,Caviidae
3050,Microcavia,australis,Caviidae
3051,Microcavia,niata,Caviidae
3052,Microcavia,shiptoni,Caviidae
3053,Dolichotis,salinicola,Caviidae
3054,Dolichotis,patagonum,Caviidae
3055,Hydrochoerus,hydrochaeris,Caviidae
3056,Hydrochoerus,isthmius,Caviidae
3057,Kerodon,rupestris,Caviidae
3058,Kerodon,acrobata,Caviidae
3059,Dasyprocta,azarae,Dasyproctidae
3060,Dasyprocta,guamara,Dasyproctidae
3061,Dasyprocta,ruatanica,Dasyproctidae
3062,Dasyprocta,fuliginosa,Dasyproctidae
3063,Dasyprocta,kalinowskii,Dasyproctidae
3064,Dasyprocta,cristata,Dasyproctidae
3065,Dasyprocta,leporina,Dasyproctidae
3066,Dasyprocta,mexicana,Dasyproctidae
3067,Dasyprocta,prymnolopha,Dasyproctidae
3068,Dasyprocta,punctata,Dasyproctidae
3069,Dasyprocta,coibae,Dasyproctidae
3070,Myoprocta,pratti,Dasyproctidae
3071,Myoprocta,acouchy,Dasyproctidae
3072,Cuniculus,taczanowskii,Cuniculidae
3073,Cuniculus,paca,Cuniculidae
3074,Aconaemys,sagei,Octodontidae
3075,Aconaemys,fuscus,Octodontidae
3076,Aconaemys,porteri,Octodontidae
3077,Octodon,pacificus,Octodontidae
3078,Octodon,bridgesi,Octodontidae
3079,Octodon,degus,Octodontidae
3080,Octodon,lunatus,Octodontidae
3081,Octodontomys,gliroides,Octodontidae
3082,Octomys,mimax,Octodontidae
3083,Pipanacoctomys,aureus,Octodontidae
3084,Salinoctomys,loschalchalerosorum,Octodontidae
3085,Spalacopus,cyanus,Octodontidae
3086,Tympanoctomys,barrerae,Octodontidae
3087,Abrocoma,boliviensis,Abrocomidae
3088,Abrocoma,budini,Abrocomidae
3089,Abrocoma,cinerea,Abrocomidae
3090,Abrocoma,famatina,Abrocomidae
3091,Abrocoma,shistacea,Abrocomidae
3092,Abrocoma,uspallata,Abrocomidae
3093,Abrocoma,vaccarum,Abrocomidae
3094,Abrocoma,bennettii,Abrocomidae
3095,Cuscomys,ashaninka,Abrocomidae
3096,Cuscomys,oblativa,Abrocomidae
3097,Myocastor,coypus,Myocastoridae
3098,Capromys,pilorides,Capromyidae
3099,Capromys,gundlachianus,Capromyidae
3100,Geocapromys,brownii,Capromyidae
3101,Geocapromys,ingrahami,Capromyidae
3102,Geocapromys,thoracatus,Capromyidae
3103,Mesocapromys,nanus,Capromyidae
3104,Mesocapromys,sanfelipensis,Capromyidae
3105,Mesocapromys,melanurus,Capromyidae
3106,Mesocapromys,auritus,Capromyidae
3107,Mesocapromys,angelcabrerai,Capromyidae
3108,Mysateles,meridionalis,Capromyidae
3109,Mysateles,prehensilis,Capromyidae
3110,Mysateles,garridoi,Capromyidae
3111,Hexolobodon,phenax,Capromyidae
3112,Isolobodon,montanus,Capromyidae
3113,Isolobodon,portoricensis,Capromyidae
3114,Plagiodontia,araeum,Capromyidae
3115,Plagiodontia,ipnaeum,Capromyidae
3116,Plagiodontia,aedium,Capromyidae
3117,Rhizoplagiodontia,lemkei,Capromyidae
3122,Ochotona,cansus,Ochotonidae
3123,Ochotona,nubrica,Ochotonidae
3124,Ochotona,pusilla,Ochotonidae
3125,Ochotona,rufescens,Ochotonidae
3126,Ochotona,dauurica,Ochotonidae
3127,Ochotona,thibetana,Ochotonidae
3128,Ochotona,thomasi,Ochotonidae
3129,Ochotona,huangensis,Ochotonidae
3130,Ochotona,curzoniae,Ochotonidae
3131,Ochotona,turuchanensis,Ochotonidae
3132,Ochotona,princeps,Ochotonidae
3133,Ochotona,pallasi,Ochotonidae
3134,Ochotona,hyperborea,Ochotonidae
3135,Ochotona,alpina,Ochotonidae
3136,Ochotona,argentata,Ochotonidae
3137,Ochotona,hoffmanni,Ochotonidae
3138,Ochotona,collaris,Ochotonidae
3139,Ochotona,roylei,Ochotonidae
3140,Ochotona,erythrotis,Ochotonidae
3141,Ochotona,forresti,Ochotonidae
3142,Ochotona,gaoligongensis,Ochotonidae
3143,Ochotona,ladacensis,Ochotonidae
3144,Ochotona,rutila,Ochotonidae
3145,Ochotona,koslowi,Ochotonidae
3146,Ochotona,gloveri,Ochotonidae
3147,Ochotona,macrotis,Ochotonidae
3148,Ochotona,muliensis,Ochotonidae
3149,Ochotona,nigritia,Ochotonidae
3150,Ochotona,himalayana,Ochotonidae
3151,Ochotona,iliensis,Ochotonidae
3153,Brachylagus,idahoensis,Leporidae
3154,Bunolagus,monticularis,Leporidae
3155,Caprolagus,hispidus,Leporidae
3156,Lepus,arcticus,Leporidae
3157,Lepus,othus,Leporidae
3158,Lepus,timidus,Leporidae
3159,Lepus,alleni,Leporidae
3160,Lepus,americanus,Leporidae
3161,Lepus,tolai,Leporidae
3162,Lepus,tibetanus,Leporidae
3163,Lepus,insularis,Leporidae
3164,Lepus,starcki,Leporidae
3165,Lepus,castroviejoi,Leporidae
3166,Lepus,comus,Leporidae
3167,Lepus,coreanus,Leporidae
3168,Lepus,europaeus,Leporidae
3169,Lepus,mandshuricus,Leporidae
3170,Lepus,microtis,Leporidae
3171,Lepus,fagani,Leporidae
3172,Lepus,peguensis,Leporidae
3173,Lepus,hainanus,Leporidae
3174,Lepus,nigricollis,Leporidae
3175,Lepus,sinensis,Leporidae
3176,Lepus,habessinicus,Leporidae
3177,Lepus,brachyurus,Leporidae
3178,Lepus,saxatilis,Leporidae
3179,Lepus,townsendii,Leporidae
3180,Lepus,callotis,Leporidae
3182,Lepus,californicus,Leporidae
3183,Lepus,oiostolus,Leporidae
3184,Lepus,flavigularis,Leporidae
3185,Lepus,capensis,Leporidae
3186,Lepus,granatensis,Leporidae
3187,Lepus,corsicanus,Leporidae
3188,Lepus,yarkandensis,Leporidae
3189,Sylvilagus,insonus,Leporidae
3190,Sylvilagus,obscurus,Leporidae
3191,Sylvilagus,cognatus,Leporidae
3192,Sylvilagus,transitionalis,Leporidae
3193,Sylvilagus,nuttallii,Leporidae
3194,Sylvilagus,graysoni,Leporidae
3195,Sylvilagus,floridanus,Leporidae
3196,Sylvilagus,cunicularius,Leporidae
3197,Sylvilagus,robustus,Leporidae
3198,Sylvilagus,audubonii,Leporidae
3199,Sylvilagus,varynaensis,Leporidae
3200,Sylvilagus,brasiliensis,Leporidae
3201,Sylvilagus,aquaticus,Leporidae
3202,Sylvilagus,palustris,Leporidae
3203,Sylvilagus,bachmani,Leporidae
3204,Sylvilagus,dicei,Leporidae
3205,Sylvilagus,mansuetus,Leporidae
3206,Nesolagus,timminsi,Leporidae
3207,Nesolagus,netscheri,Leporidae
3208,Oryctolagus,cuniculus,Leporidae
3209,Pentalagus,furnessi,Leporidae
3210,Poelagus,marjorita,Leporidae
3211,Pronolagus,crassicaudatus,Leporidae
3212,Pronolagus,randensis,Leporidae
3213,Pronolagus,rupestris,Leporidae
3214,Romerolagus,diazi,Leporidae
3215,Atelerix,albiventris,Erinaceidae
3216,Atelerix,algirus,Erinaceidae
3217,Atelerix,frontalis,Erinaceidae
3218,Atelerix,sclateri,Erinaceidae
3219,Erinaceus,amurensis,Erinaceidae
3220,Erinaceus,roumanicus,Erinaceidae
3221,Erinaceus,concolor,Erinaceidae
3222,Erinaceus,europaeus,Erinaceidae
3223,Hemiechinus,auritus,Erinaceidae
3224,Hemiechinus,collaris,Erinaceidae
3225,Mesechinus,dauuricus,Erinaceidae
3226,Mesechinus,hughi,Erinaceidae
3227,Paraechinus,aethiopicus,Erinaceidae
3228,Paraechinus,hypomelas,Erinaceidae
3229,Paraechinus,micropus,Erinaceidae
3230,Paraechinus,nudiventris,Erinaceidae
3231,Echinosorex,gymnura,Erinaceidae
3232,Hylomys,suillus,Erinaceidae
3233,Hylomys,megalotis,Erinaceidae
3234,Hylomys,parvus,Erinaceidae
3235,Neohylomys,hainanensis,Erinaceidae
3236,Neotetracus,sinensis,Erinaceidae
3237,Podogymnura,truei,Erinaceidae
3238,Podogymnura,aureospinula,Erinaceidae
3248,Solenodon,paradoxus,Solenodontidae
3249,Solenodon,marcanoi,Solenodontidae
3250,Solenodon,cubanus,Solenodontidae
3251,Solenodon,arredondoi,Solenodontidae
3252,Crocidura,phaeura,Soricidae
3253,Crocidura,orii,Soricidae
3254,Crocidura,nigricans,Soricidae
3255,Crocidura,nigrofusca,Soricidae
3256,Crocidura,nimbae,Soricidae
3257,Crocidura,niobe,Soricidae
3258,Crocidura,obscurior,Soricidae
3259,Crocidura,olivieri,Soricidae
3260,Crocidura,orientalis,Soricidae
3261,Crocidura,nigripes,Soricidae
3262,Crocidura,palawanensis,Soricidae
3263,Crocidura,paradoxura,Soricidae
3264,Crocidura,parvipes,Soricidae
3265,Crocidura,nigeriae,Soricidae
3266,Crocidura,pergrisea,Soricidae
3267,Crocidura,nana,Soricidae
3268,Crocidura,picea,Soricidae
3269,Crocidura,pitmani,Soricidae
3270,Crocidura,planiceps,Soricidae
3271,Crocidura,poensis,Soricidae
3272,Crocidura,pasha,Soricidae
3273,Crocidura,miya,Soricidae
3274,Crocidura,macarthuri,Soricidae
3275,Crocidura,zimmermanni,Soricidae
3276,Crocidura,macmillani,Soricidae
3277,Crocidura,macowi,Soricidae
3278,Crocidura,malayana,Soricidae
3279,Crocidura,manengubae,Soricidae
3280,Crocidura,maquassiensis,Soricidae
3281,Crocidura,mariquensis,Soricidae
3282,Crocidura,maurisca,Soricidae
3283,Crocidura,negligens,Soricidae
3284,Crocidura,mindorus,Soricidae
3285,Crocidura,nicobarica,Soricidae
3286,Crocidura,monax,Soricidae
3287,Crocidura,monticola,Soricidae
3288,Crocidura,montis,Soricidae
3289,Crocidura,muricauda,Soricidae
3290,Crocidura,musseri,Soricidae
3291,Crocidura,mutesae,Soricidae
3292,Crocidura,religiosa,Soricidae
3293,Crocidura,nanilla,Soricidae
3294,Crocidura,polia,Soricidae
3295,Crocidura,negrina,Soricidae
3296,Crocidura,maxi,Soricidae
3297,Crocidura,vosmaeri,Soricidae
3298,Crocidura,rapax,Soricidae
3299,Crocidura,theresae,Soricidae
3300,Crocidura,thomensis,Soricidae
3301,Crocidura,trichura,Soricidae
3302,Crocidura,turba,Soricidae
3303,Crocidura,ultima,Soricidae
3304,Crocidura,usambarae,Soricidae
3305,Crocidura,viaria,Soricidae
3306,Crocidura,virgata,Soricidae
3307,Crocidura,tenuis,Soricidae
3308,Crocidura,vorax,Soricidae
3309,Crocidura,telfordi,Soricidae
3310,Crocidura,watasei,Soricidae
3311,Crocidura,whitakeri,Soricidae
3312,Crocidura,wimmeri,Soricidae
3313,Crocidura,wuchihensis,Soricidae
3314,Crocidura,xantippe,Soricidae
3315,Crocidura,yankariensis,Soricidae
3316,Crocidura,zaphiri,Soricidae
3317,Crocidura,zarudnyi,Soricidae
3318,Crocidura,lucina,Soricidae
3319,Crocidura,voi,Soricidae
3320,Crocidura,silacea,Soricidae
3321,Crocidura,raineyi,Soricidae
3322,Crocidura,ramona,Soricidae
3323,Crocidura,zimmeri,Soricidae
3324,Crocidura,rhoditis,Soricidae
3325,Crocidura,roosevelti,Soricidae
3326,Crocidura,russula,Soricidae
3327,Crocidura,selina,Soricidae
3328,Crocidura,serezkyensis,Soricidae
3329,Crocidura,shantungensis,Soricidae
3330,Crocidura,thalia,Soricidae
3331,Crocidura,sicula,Soricidae
3332,Crocidura,pullata,Soricidae
3333,Crocidura,smithii,Soricidae
3334,Crocidura,somalica,Soricidae
3335,Crocidura,stenocephala,Soricidae
3336,Crocidura,suaveolens,Soricidae
3337,Crocidura,susiana,Soricidae
3338,Crocidura,tanakae,Soricidae
3339,Crocidura,tansaniana,Soricidae
3340,Crocidura,tarella,Soricidae
3341,Crocidura,tarfayensis,Soricidae
3342,Crocidura,sibirica,Soricidae
3343,Crocidura,eisentrauti,Soricidae
3344,Crocidura,floweri,Soricidae
3345,Crocidura,crossei,Soricidae
3346,Crocidura,cyanea,Soricidae
3347,Crocidura,denti,Soricidae
3348,Crocidura,desperata,Soricidae
3349,Crocidura,dhofarensis,Soricidae
3350,Crocidura,dolichura,Soricidae
3351,Crocidura,congobelgica,Soricidae
3352,Crocidura,dsinezumi,Soricidae
3353,Crocidura,cinderella,Soricidae
3354,Crocidura,elgonius,Soricidae
3355,Crocidura,allex,Soricidae
3356,Crocidura,aleksandrisi,Soricidae
3357,Crocidura,luna,Soricidae
3358,Crocidura,lusitania,Soricidae
3359,Crocidura,elongata,Soricidae
3360,Crocidura,andamanensis,Soricidae
3361,Crocidura,fischeri,Soricidae
3362,Crocidura,douceti,Soricidae
3363,Crocidura,beatus,Soricidae
3364,Crocidura,ansellorum,Soricidae
3365,Crocidura,arabica,Soricidae
3366,Crocidura,arispa,Soricidae
3367,Crocidura,armenica,Soricidae
3368,Crocidura,attenuata,Soricidae
3369,Crocidura,attila,Soricidae
3370,Crocidura,baileyi,Soricidae
3371,Crocidura,crenata,Soricidae
3372,Crocidura,batesi,Soricidae
3373,Crocidura,flavescens,Soricidae
3374,Crocidura,beccarii,Soricidae
3375,Crocidura,bottegi,Soricidae
3376,Crocidura,bottegoides,Soricidae
3377,Crocidura,brunnea,Soricidae
3378,Crocidura,buettikoferi,Soricidae
3379,Crocidura,caliginea,Soricidae
3380,Crocidura,canariensis,Soricidae
3381,Crocidura,caspica,Soricidae
3382,Crocidura,baluensis,Soricidae
3383,Crocidura,lanosa,Soricidae
3384,Crocidura,hispida,Soricidae
3385,Crocidura,horsfieldii,Soricidae
3386,Crocidura,hutanis,Soricidae
3387,Crocidura,ichnusae,Soricidae
3388,Crocidura,indochinensis,Soricidae
3389,Crocidura,jacksoni,Soricidae
3390,Crocidura,jenkinsi,Soricidae
3391,Crocidura,jouvenetae,Soricidae
3392,Crocidura,katinka,Soricidae
3393,Crocidura,erica,Soricidae
3394,Crocidura,lamottei,Soricidae
3395,Crocidura,hildegardeae,Soricidae
3397,Crocidura,latona,Soricidae
3398,Crocidura,lea,Soricidae
3399,Crocidura,lepidura,Soricidae
3400,Crocidura,leucodon,Soricidae
3401,Crocidura,levicula,Soricidae
3402,Crocidura,littoralis,Soricidae
3403,Crocidura,longipes,Soricidae
3404,Crocidura,ludia,Soricidae
3405,Crocidura,kivuana,Soricidae
3406,Crocidura,gmelini,Soricidae
3407,Crocidura,foxi,Soricidae
