"uid","nightuid","namedLocation","domainID","siteID","plotID","collectDate","endDate","samplingProtocolVersion","remarks","dataQF"
"4fdacba8-87e5-4cef-8065-0ae870a6e026","3946009394F349EE8634B0E0BFDA0878","JERC_003.mammalGrid.mam","D03","JERC","JERC_003","2014-08-19","2014-08-19",NA,"",NA
"745fb471-4f52-4f40-bce7-cceeab696c57","1883FBA68F814D41AB5AFE8D99D09A74","JERC_002.mammalGrid.mam","D03","JERC","JERC_002","2014-08-19","2014-08-19",NA,"",NA
"d9d7a543-8be1-43f9-8ae2-20f02d9a9933","78C25AC63D0645EA966CF542C411A616","JERC_019.mammalGrid.mam","D03","JERC","JERC_019","2014-08-19","2014-08-19",NA,"",NA
"77b36790-858c-43f9-b5c9-c66735aeaa5b","56AD37F78D454C5BA7FFD5A9E59FE7F3","JERC_006.mammalGrid.mam","D03","JERC","JERC_006","2014-08-19","2014-08-19",NA,"",NA
"f30feedf-5da6-47ba-8d74-07d5ebf8a298","A4ADF52DCD30417D96624D1AB57FD8B5","JERC_002.mammalGrid.mam","D03","JERC","JERC_002","2014-08-20","2014-08-20",NA,"",NA
"25f98822-f908-4230-9838-83837adfb9ca","409AA31D9CEE4505BF22CA9DA99DF6AC","JERC_002.mammalGrid.mam","D03","JERC","JERC_002","2014-08-20","2014-08-20",NA,"One record found apart from the others on the end of a datasheet. Needs to be added to the other JERC_002 2014-08-20 submission",NA
"a3cfc36a-2760-464a-a3e8-3b907577cf5d","9D010FA6910348FEA7B452E4530EF4A3","JERC_019.mammalGrid.mam","D03","JERC","JERC_019","2014-08-20","2014-08-20",NA,"",NA
"3578a134-a668-48d5-a749-96b51b06dd5c","F9E8A381227A4447AB9E0C01EB69C8F7","JERC_003.mammalGrid.mam","D03","JERC","JERC_003","2014-08-20","2014-08-20",NA,"",NA
"fb75a552-3eb9-4509-8fd2-2b941050515a","6C96D94338FA4DDF968A440AE9AB96FE","JERC_006.mammalGrid.mam","D03","JERC","JERC_006","2014-08-20","2014-08-20",NA,"",NA
"141e654a-6bdb-4a9d-9474-afafa0c7f5dd","3078C83EA3E844C3B567C10585038659","JERC_005.mammalGrid.mam","D03","JERC","JERC_005","2014-08-20","2014-08-20",NA,"",NA
"6f957f88-b004-4d41-a979-1dd3f599192c","8598537C622F440BB29935222E67B2AC","JERC_009.mammalGrid.mam","D03","JERC","JERC_009","2014-08-20","2014-08-20",NA,"No earpunches or fecal take from any captures due to over abundance",NA
"a2b3dafb-2698-4a46-b6c7-6ff68038ec08","7DCFF4DDE7BF429D81B772DB18100865","JERC_009.mammalGrid.mam","D03","JERC","JERC_009","2014-08-20","2014-08-20",NA,"Submitted incomplete JERC 009 8/20, these are missing records.",NA
